date_id,label
2018-06-20-1356_1,1
2018-06-20-1356_10,1
2018-06-20-1356_11,0
2018-06-20-1356_12,0
2018-06-20-1356_13,0
2018-06-20-1356_14,0
2018-06-20-1356_15,0
2018-06-20-1356_16,0
2018-06-20-1356_17,0
2018-06-20-1356_18,1
2018-06-20-1356_19,0
2018-06-20-1356_2,0
2018-06-20-1356_20,1
2018-06-20-1356_21,1
2018-06-20-1356_22,1
2018-06-20-1356_23,0
2018-06-20-1356_24,1
2018-06-20-1356_25,0
2018-06-20-1356_26,0
2018-06-20-1356_27,1
2018-06-20-1356_28,0
2018-06-20-1356_29,0
2018-06-20-1356_3,1
2018-06-20-1356_30,0
2018-06-20-1356_31,0
2018-06-20-1356_32,0
2018-06-20-1356_33,0
2018-06-20-1356_34,0
2018-06-20-1356_35,0
2018-06-20-1356_36,0
2018-06-20-1356_4,1
2018-06-20-1356_5,0
2018-06-20-1356_6,1
2018-06-20-1356_7,1
2018-06-20-1356_8,1
2018-06-20-1356_9,1
2018-06-20-1400_1,1
2018-06-20-1400_10,1
2018-06-20-1400_11,0
2018-06-20-1400_12,0
2018-06-20-1400_13,0
2018-06-20-1400_14,1
2018-06-20-1400_15,0
2018-06-20-1400_16,0
2018-06-20-1400_17,0
2018-06-20-1400_18,1
2018-06-20-1400_19,0
2018-06-20-1400_2,0
2018-06-20-1400_20,0
2018-06-20-1400_21,1
2018-06-20-1400_22,1
2018-06-20-1400_23,1
2018-06-20-1400_24,1
2018-06-20-1400_25,0
2018-06-20-1400_26,0
2018-06-20-1400_27,1
2018-06-20-1400_28,0
2018-06-20-1400_29,0
2018-06-20-1400_3,1
2018-06-20-1400_30,0
2018-06-20-1400_31,0
2018-06-20-1400_32,0
2018-06-20-1400_33,0
2018-06-20-1400_34,0
2018-06-20-1400_35,0
2018-06-20-1400_36,0
2018-06-20-1400_4,1
2018-06-20-1400_5,0
2018-06-20-1400_6,1
2018-06-20-1400_7,1
2018-06-20-1400_8,1
2018-06-20-1400_9,1
2018-06-20-1405_1,1
2018-06-20-1405_10,1
2018-06-20-1405_11,0
2018-06-20-1405_12,0
2018-06-20-1405_13,0
2018-06-20-1405_14,0
2018-06-20-1405_15,0
2018-06-20-1405_16,0
2018-06-20-1405_17,0
2018-06-20-1405_18,1
2018-06-20-1405_19,0
2018-06-20-1405_2,1
2018-06-20-1405_20,0
2018-06-20-1405_21,1
2018-06-20-1405_22,1
2018-06-20-1405_23,0
2018-06-20-1405_24,0
2018-06-20-1405_25,0
2018-06-20-1405_26,0
2018-06-20-1405_27,1
2018-06-20-1405_28,0
2018-06-20-1405_29,0
2018-06-20-1405_3,1
2018-06-20-1405_30,0
2018-06-20-1405_31,0
2018-06-20-1405_32,0
2018-06-20-1405_33,0
2018-06-20-1405_34,0
2018-06-20-1405_35,0
2018-06-20-1405_36,0
2018-06-20-1405_4,1
2018-06-20-1405_5,0
2018-06-20-1405_6,1
2018-06-20-1405_7,1
2018-06-20-1405_8,1
2018-06-20-1405_9,1
2018-06-20-1410_1,1
2018-06-20-1410_10,1
2018-06-20-1410_11,0
2018-06-20-1410_12,0
2018-06-20-1410_13,0
2018-06-20-1410_14,0
2018-06-20-1410_15,0
2018-06-20-1410_16,0
2018-06-20-1410_17,0
2018-06-20-1410_18,1
2018-06-20-1410_19,0
2018-06-20-1410_2,1
2018-06-20-1410_20,0
2018-06-20-1410_21,1
2018-06-20-1410_22,1
2018-06-20-1410_23,0
2018-06-20-1410_24,0
2018-06-20-1410_25,0
2018-06-20-1410_26,0
2018-06-20-1410_27,1
2018-06-20-1410_28,0
2018-06-20-1410_29,0
2018-06-20-1410_3,1
2018-06-20-1410_30,0
2018-06-20-1410_31,0
2018-06-20-1410_32,0
2018-06-20-1410_33,0
2018-06-20-1410_34,0
2018-06-20-1410_35,0
2018-06-20-1410_36,0
2018-06-20-1410_4,1
2018-06-20-1410_5,0
2018-06-20-1410_6,1
2018-06-20-1410_7,1
2018-06-20-1410_8,1
2018-06-20-1410_9,1
2018-06-20-1415_1,1
2018-06-20-1415_10,1
2018-06-20-1415_11,0
2018-06-20-1415_12,0
2018-06-20-1415_13,0
2018-06-20-1415_14,0
2018-06-20-1415_15,0
2018-06-20-1415_16,0
2018-06-20-1415_17,0
2018-06-20-1415_18,1
2018-06-20-1415_19,0
2018-06-20-1415_2,1
2018-06-20-1415_20,0
2018-06-20-1415_21,1
2018-06-20-1415_22,1
2018-06-20-1415_23,0
2018-06-20-1415_24,0
2018-06-20-1415_25,0
2018-06-20-1415_26,0
2018-06-20-1415_27,1
2018-06-20-1415_28,0
2018-06-20-1415_29,0
2018-06-20-1415_3,1
2018-06-20-1415_30,0
2018-06-20-1415_31,0
2018-06-20-1415_32,0
2018-06-20-1415_33,0
2018-06-20-1415_34,0
2018-06-20-1415_35,0
2018-06-20-1415_36,0
2018-06-20-1415_4,1
2018-06-20-1415_5,0
2018-06-20-1415_6,1
2018-06-20-1415_7,1
2018-06-20-1415_8,1
2018-06-20-1415_9,1
2018-06-20-1420_1,1
2018-06-20-1420_10,1
2018-06-20-1420_11,0
2018-06-20-1420_12,0
2018-06-20-1420_13,0
2018-06-20-1420_14,0
2018-06-20-1420_15,0
2018-06-20-1420_16,0
2018-06-20-1420_17,0
2018-06-20-1420_18,1
2018-06-20-1420_19,0
2018-06-20-1420_2,1
2018-06-20-1420_20,0
2018-06-20-1420_21,1
2018-06-20-1420_22,1
2018-06-20-1420_23,0
2018-06-20-1420_24,0
2018-06-20-1420_25,0
2018-06-20-1420_26,0
2018-06-20-1420_27,1
2018-06-20-1420_28,0
2018-06-20-1420_29,0
2018-06-20-1420_3,1
2018-06-20-1420_30,0
2018-06-20-1420_31,0
2018-06-20-1420_32,0
2018-06-20-1420_33,0
2018-06-20-1420_34,0
2018-06-20-1420_35,0
2018-06-20-1420_36,0
2018-06-20-1420_4,1
2018-06-20-1420_5,0
2018-06-20-1420_6,1
2018-06-20-1420_7,1
2018-06-20-1420_8,1
2018-06-20-1420_9,1
2018-06-20-1425_1,1
2018-06-20-1425_10,1
2018-06-20-1425_11,0
2018-06-20-1425_12,0
2018-06-20-1425_13,0
2018-06-20-1425_14,0
2018-06-20-1425_15,0
2018-06-20-1425_16,0
2018-06-20-1425_17,0
2018-06-20-1425_18,1
2018-06-20-1425_19,0
2018-06-20-1425_2,1
2018-06-20-1425_20,0
