date_id,label
2018-07-19-1150_1,1
2018-07-19-1150_2,1
2018-07-19-1150_21,1
2018-07-19-1150_22,1
2018-07-19-1150_23,1
2018-07-19-1150_24,1
2018-07-19-1150_25,1
2018-07-19-1150_26,0
2018-07-19-1150_27,1
2018-07-19-1150_28,0
2018-07-19-1150_29,0
2018-07-19-1150_3,1
2018-07-19-1150_30,1
2018-07-19-1150_31,0
2018-07-19-1150_32,1
2018-07-19-1150_33,0
2018-07-19-1150_34,1
2018-07-19-1150_35,0
2018-07-19-1150_36,1
2018-07-19-1150_4,0
2018-07-19-1150_5,0
2018-07-19-1150_6,1
2018-07-19-1150_7,0
2018-07-19-1150_8,1
2018-07-19-1155_1,1
2018-07-19-1155_2,1
2018-07-19-1155_21,1
2018-07-19-1155_22,1
2018-07-19-1155_23,1
2018-07-19-1155_24,1
2018-07-19-1155_25,1
2018-07-19-1155_26,0
2018-07-19-1155_27,1
2018-07-19-1155_28,0
2018-07-19-1155_29,0
2018-07-19-1155_3,1
2018-07-19-1155_30,1
2018-07-19-1155_31,0
2018-07-19-1155_32,1
2018-07-19-1155_33,0
2018-07-19-1155_34,1
2018-07-19-1155_35,0
2018-07-19-1155_36,0
2018-07-19-1155_4,1
2018-07-19-1155_5,0
2018-07-19-1155_6,1
2018-07-19-1155_7,0
2018-07-19-1155_8,1
2018-07-19-1200_1,1
2018-07-19-1200_2,1
2018-07-19-1200_21,1
2018-07-19-1200_22,1
2018-07-19-1200_23,1
2018-07-19-1200_24,1
2018-07-19-1200_25,1
2018-07-19-1200_26,0
2018-07-19-1200_27,1
2018-07-19-1200_28,0
2018-07-19-1200_29,0
2018-07-19-1200_3,1
2018-07-19-1200_30,1
2018-07-19-1200_31,0
2018-07-19-1200_32,1
2018-07-19-1200_33,0
2018-07-19-1200_34,1
2018-07-19-1200_35,0
2018-07-19-1200_36,0
2018-07-19-1200_4,1
2018-07-19-1200_5,0
2018-07-19-1200_6,1
2018-07-19-1200_7,0
2018-07-19-1200_8,1
2018-07-19-1205_1,1
2018-07-19-1205_2,1
2018-07-19-1205_21,1
2018-07-19-1205_22,1
2018-07-19-1205_23,1
2018-07-19-1205_24,1
2018-07-19-1205_25,1
2018-07-19-1205_26,0
2018-07-19-1205_27,1
2018-07-19-1205_28,0
2018-07-19-1205_29,0
2018-07-19-1205_3,1
2018-07-19-1205_30,1
2018-07-19-1205_31,0
2018-07-19-1205_32,1
2018-07-19-1205_33,0
2018-07-19-1205_34,1
2018-07-19-1205_35,0
2018-07-19-1205_36,0
2018-07-19-1205_4,1
2018-07-19-1205_5,0
2018-07-19-1205_6,1
2018-07-19-1205_7,0
2018-07-19-1205_8,1
2018-07-19-1210_1,1
2018-07-19-1210_2,1
2018-07-19-1210_21,1
2018-07-19-1210_22,1
2018-07-19-1210_23,1
2018-07-19-1210_24,1
2018-07-19-1210_25,0
2018-07-19-1210_26,0
2018-07-19-1210_27,1
2018-07-19-1210_28,0
2018-07-19-1210_29,0
2018-07-19-1210_3,1
2018-07-19-1210_30,1
2018-07-19-1210_31,0
2018-07-19-1210_32,1
2018-07-19-1210_33,0
2018-07-19-1210_34,1
2018-07-19-1210_35,0
2018-07-19-1210_36,0
2018-07-19-1210_4,1
2018-07-19-1210_5,0
2018-07-19-1210_6,0
2018-07-19-1210_7,0
2018-07-19-1210_8,1
2018-07-19-1215_1,1
2018-07-19-1215_2,1
2018-07-19-1215_21,1
2018-07-19-1215_22,1
2018-07-19-1215_23,1
2018-07-19-1215_24,1
2018-07-19-1215_25,0
2018-07-19-1215_26,0
2018-07-19-1215_27,1
2018-07-19-1215_28,0
2018-07-19-1215_29,0
2018-07-19-1215_3,1
2018-07-19-1215_30,1
2018-07-19-1215_31,0
2018-07-19-1215_32,1
2018-07-19-1215_33,0
2018-07-19-1215_34,1
2018-07-19-1215_35,1
2018-07-19-1215_36,0
2018-07-19-1215_4,1
2018-07-19-1215_5,0
2018-07-19-1215_6,0
2018-07-19-1215_7,0
2018-07-19-1215_8,1
2018-07-19-1220_1,1
2018-07-19-1220_2,1
2018-07-19-1220_21,1
2018-07-19-1220_22,1
2018-07-19-1220_23,1
2018-07-19-1220_24,1
2018-07-19-1220_25,0
2018-07-19-1220_26,0
2018-07-19-1220_27,1
2018-07-19-1220_28,0
2018-07-19-1220_29,0
2018-07-19-1220_3,1
2018-07-19-1220_30,1
2018-07-19-1220_31,0
2018-07-19-1220_32,1
2018-07-19-1220_33,0
2018-07-19-1220_34,1
2018-07-19-1220_35,1
2018-07-19-1220_36,0
2018-07-19-1220_4,1
2018-07-19-1220_5,0
2018-07-19-1220_6,0
2018-07-19-1220_7,0
2018-07-19-1220_8,1
2018-07-19-1225_1,1
2018-07-19-1225_2,1
2018-07-19-1225_21,1
2018-07-19-1225_22,1
2018-07-19-1225_23,1
2018-07-19-1225_24,1
2018-07-19-1225_25,0
2018-07-19-1225_26,0
2018-07-19-1225_27,0
2018-07-19-1225_28,0
2018-07-19-1225_29,0
2018-07-19-1225_3,1
2018-07-19-1225_30,1
2018-07-19-1225_31,0
2018-07-19-1225_32,1
2018-07-19-1225_33,0
2018-07-19-1225_34,1
2018-07-19-1225_35,1
2018-07-19-1225_36,0
2018-07-19-1225_4,0
2018-07-19-1225_5,0
2018-07-19-1225_6,0
2018-07-19-1225_7,0
2018-07-19-1225_8,1
2018-07-19-1230_1,1
2018-07-19-1230_2,1
2018-07-19-1230_21,1
2018-07-19-1230_22,1
2018-07-19-1230_23,1
2018-07-19-1230_24,1
2018-07-19-1230_25,0
2018-07-19-1230_26,0
2018-07-19-1230_27,0
2018-07-19-1230_28,0
2018-07-19-1230_29,0
2018-07-19-1230_3,1
2018-07-19-1230_30,1
2018-07-19-1230_31,0
2018-07-19-1230_32,1
2018-07-19-1230_33,0
2018-07-19-1230_34,1
2018-07-19-1230_35,1
2018-07-19-1230_36,0
2018-07-19-1230_4,0
2018-07-19-1230_5,0
2018-07-19-1230_6,0
2018-07-19-1230_7,0
2018-07-19-1230_8,1
2018-07-19-1235_1,1
2018-07-19-1235_2,1
2018-07-19-1235_21,1
2018-07-19-1235_22,1
2018-07-19-1235_23,1
2018-07-19-1235_24,1
2018-07-19-1235_25,0
2018-07-19-1235_26,0
2018-07-19-1235_27,0
2018-07-19-1235_28,0
2018-07-19-1235_29,0
2018-07-19-1235_3,1
2018-07-19-1235_30,1
2018-07-19-1235_31,0
2018-07-19-1235_32,1
2018-07-19-1235_33,0
2018-07-19-1235_34,1
2018-07-19-1235_35,0
2018-07-19-1235_36,0
2018-07-19-1235_4,0
2018-07-19-1235_5,0
2018-07-19-1235_6,0
2018-07-19-1235_7,0
2018-07-19-1235_8,1
2018-07-19-1240_1,1
2018-07-19-1240_2,1
2018-07-19-1240_21,1
2018-07-19-1240_22,1
2018-07-19-1240_23,1
2018-07-19-1240_24,1
2018-07-19-1240_25,0
2018-07-19-1240_26,0
2018-07-19-1240_27,0
2018-07-19-1240_28,0
2018-07-19-1240_29,0
2018-07-19-1240_3,1
2018-07-19-1240_30,1
2018-07-19-1240_31,0
2018-07-19-1240_32,1
