date_id,label
2018-06-23-0000_1,0
2018-06-23-0000_10,0
2018-06-23-0000_11,0
2018-06-23-0000_12,0
2018-06-23-0000_13,0
2018-06-23-0000_14,0
2018-06-23-0000_15,0
2018-06-23-0000_16,0
2018-06-23-0000_17,1
2018-06-23-0000_18,0
2018-06-23-0000_19,0
2018-06-23-0000_2,0
2018-06-23-0000_20,0
2018-06-23-0000_21,0
2018-06-23-0000_22,1
2018-06-23-0000_23,0
2018-06-23-0000_24,0
2018-06-23-0000_25,0
2018-06-23-0000_26,0
2018-06-23-0000_27,0
2018-06-23-0000_28,0
2018-06-23-0000_29,0
2018-06-23-0000_3,0
2018-06-23-0000_30,0
2018-06-23-0000_31,0
2018-06-23-0000_32,0
2018-06-23-0000_33,0
2018-06-23-0000_34,0
2018-06-23-0000_35,0
2018-06-23-0000_36,0
2018-06-23-0000_4,0
2018-06-23-0000_5,0
2018-06-23-0000_6,1
2018-06-23-0000_7,1
2018-06-23-0000_8,0
2018-06-23-0000_9,1
2018-06-23-0005_1,0
2018-06-23-0005_10,0
2018-06-23-0005_11,0
2018-06-23-0005_12,0
2018-06-23-0005_13,0
2018-06-23-0005_14,0
2018-06-23-0005_15,0
2018-06-23-0005_16,0
2018-06-23-0005_17,1
2018-06-23-0005_18,0
2018-06-23-0005_19,0
2018-06-23-0005_2,0
2018-06-23-0005_20,0
2018-06-23-0005_21,0
2018-06-23-0005_22,1
2018-06-23-0005_23,0
2018-06-23-0005_24,0
2018-06-23-0005_25,0
2018-06-23-0005_26,0
2018-06-23-0005_27,0
2018-06-23-0005_28,0
2018-06-23-0005_29,0
2018-06-23-0005_3,0
2018-06-23-0005_30,0
2018-06-23-0005_31,0
2018-06-23-0005_32,0
2018-06-23-0005_33,0
2018-06-23-0005_34,0
2018-06-23-0005_35,0
2018-06-23-0005_36,0
2018-06-23-0005_4,0
2018-06-23-0005_5,0
2018-06-23-0005_6,0
2018-06-23-0005_7,0
2018-06-23-0005_8,0
2018-06-23-0005_9,1
2018-06-23-0010_1,0
2018-06-23-0010_10,0
2018-06-23-0010_11,0
2018-06-23-0010_12,0
2018-06-23-0010_13,0
2018-06-23-0010_14,0
2018-06-23-0010_15,0
2018-06-23-0010_16,0
2018-06-23-0010_17,1
2018-06-23-0010_18,0
2018-06-23-0010_19,0
2018-06-23-0010_2,0
2018-06-23-0010_20,0
2018-06-23-0010_21,0
2018-06-23-0010_22,1
2018-06-23-0010_23,0
2018-06-23-0010_24,0
2018-06-23-0010_25,0
2018-06-23-0010_26,0
2018-06-23-0010_27,0
2018-06-23-0010_28,0
2018-06-23-0010_29,0
2018-06-23-0010_3,0
2018-06-23-0010_30,0
2018-06-23-0010_31,0
2018-06-23-0010_32,0
2018-06-23-0010_33,0
2018-06-23-0010_34,0
2018-06-23-0010_35,0
2018-06-23-0010_36,0
2018-06-23-0010_4,0
2018-06-23-0010_5,0
2018-06-23-0010_6,0
2018-06-23-0010_7,0
2018-06-23-0010_8,0
2018-06-23-0010_9,1
2018-06-23-0015_1,0
2018-06-23-0015_10,0
2018-06-23-0015_11,0
2018-06-23-0015_12,0
2018-06-23-0015_13,0
2018-06-23-0015_14,0
2018-06-23-0015_15,0
2018-06-23-0015_16,0
2018-06-23-0015_17,1
2018-06-23-0015_18,0
2018-06-23-0015_19,0
2018-06-23-0015_2,0
2018-06-23-0015_20,0
2018-06-23-0015_21,0
2018-06-23-0015_22,1
2018-06-23-0015_23,0
2018-06-23-0015_24,0
2018-06-23-0015_25,0
2018-06-23-0015_26,0
2018-06-23-0015_27,0
2018-06-23-0015_28,0
2018-06-23-0015_29,0
2018-06-23-0015_3,0
2018-06-23-0015_30,0
2018-06-23-0015_31,0
2018-06-23-0015_32,0
2018-06-23-0015_33,0
2018-06-23-0015_34,0
2018-06-23-0015_35,0
2018-06-23-0015_36,0
2018-06-23-0015_4,0
2018-06-23-0015_5,0
2018-06-23-0015_6,0
2018-06-23-0015_7,0
2018-06-23-0015_8,0
2018-06-23-0015_9,1
2018-06-23-0020_1,0
2018-06-23-0020_10,0
2018-06-23-0020_11,0
2018-06-23-0020_12,0
2018-06-23-0020_13,0
2018-06-23-0020_14,0
2018-06-23-0020_15,0
2018-06-23-0020_16,0
2018-06-23-0020_17,1
2018-06-23-0020_18,0
2018-06-23-0020_19,0
2018-06-23-0020_2,0
2018-06-23-0020_20,0
2018-06-23-0020_21,0
2018-06-23-0020_22,1
2018-06-23-0020_23,0
2018-06-23-0020_24,0
2018-06-23-0020_25,0
2018-06-23-0020_26,0
2018-06-23-0020_27,0
2018-06-23-0020_28,0
2018-06-23-0020_29,0
2018-06-23-0020_3,0
2018-06-23-0020_30,0
2018-06-23-0020_31,0
2018-06-23-0020_32,0
2018-06-23-0020_33,0
2018-06-23-0020_34,0
2018-06-23-0020_35,0
2018-06-23-0020_36,0
2018-06-23-0020_4,0
2018-06-23-0020_5,0
2018-06-23-0020_6,0
2018-06-23-0020_7,0
2018-06-23-0020_8,0
2018-06-23-0020_9,1
2018-06-23-0025_1,0
2018-06-23-0025_10,0
2018-06-23-0025_11,0
2018-06-23-0025_12,0
2018-06-23-0025_13,0
2018-06-23-0025_14,0
2018-06-23-0025_15,0
2018-06-23-0025_16,0
2018-06-23-0025_17,1
2018-06-23-0025_18,0
2018-06-23-0025_19,0
2018-06-23-0025_2,0
