"date_id","label"
"2018-07-23-0929_1",1
"2018-07-23-0929_10",0
"2018-07-23-0929_11",0
"2018-07-23-0929_12",0
"2018-07-23-0929_13",0
"2018-07-23-0929_14",0
"2018-07-23-0929_15",0
"2018-07-23-0929_16",0
"2018-07-23-0929_17",0
"2018-07-23-0929_18",0
"2018-07-23-0929_19",0
"2018-07-23-0929_2",1
"2018-07-23-0929_20",1
"2018-07-23-0929_21",0
"2018-07-23-0929_22",1
"2018-07-23-0929_23",1
"2018-07-23-0929_24",0
"2018-07-23-0929_25",0
"2018-07-23-0929_26",0
"2018-07-23-0929_27",1
"2018-07-23-0929_28",1
"2018-07-23-0929_29",0
"2018-07-23-0929_3",0
"2018-07-23-0929_30",0
"2018-07-23-0929_31",0
"2018-07-23-0929_32",0
"2018-07-23-0929_33",0
"2018-07-23-0929_34",0
"2018-07-23-0929_35",0
"2018-07-23-0929_36",0
"2018-07-23-0929_4",1
"2018-07-23-0929_5",0
"2018-07-23-0929_6",0
"2018-07-23-0929_7",0
"2018-07-23-0929_8",0
"2018-07-23-0929_9",0
"2018-07-23-0930_1",1
"2018-07-23-0930_10",0
"2018-07-23-0930_11",0
"2018-07-23-0930_12",0
"2018-07-23-0930_13",0
"2018-07-23-0930_14",0
"2018-07-23-0930_15",0
"2018-07-23-0930_16",0
"2018-07-23-0930_17",0
"2018-07-23-0930_18",0
"2018-07-23-0930_19",0
"2018-07-23-0930_2",1
"2018-07-23-0930_20",1
"2018-07-23-0930_21",1
"2018-07-23-0930_22",1
"2018-07-23-0930_23",1
"2018-07-23-0930_24",0
"2018-07-23-0930_25",1
"2018-07-23-0930_26",0
"2018-07-23-0930_27",1
"2018-07-23-0930_28",0
"2018-07-23-0930_29",0
"2018-07-23-0930_3",0
"2018-07-23-0930_30",0
"2018-07-23-0930_31",0
"2018-07-23-0930_32",0
"2018-07-23-0930_33",0
"2018-07-23-0930_34",0
"2018-07-23-0930_35",0
"2018-07-23-0930_36",0
"2018-07-23-0930_4",1
"2018-07-23-0930_5",0
"2018-07-23-0930_6",0
"2018-07-23-0930_7",0
"2018-07-23-0930_8",0
"2018-07-23-0930_9",0
"2018-07-23-0935_1",1
"2018-07-23-0935_10",0
"2018-07-23-0935_11",0
"2018-07-23-0935_12",0
"2018-07-23-0935_13",0
"2018-07-23-0935_14",0
"2018-07-23-0935_15",0
"2018-07-23-0935_16",0
"2018-07-23-0935_17",0
"2018-07-23-0935_18",0
"2018-07-23-0935_19",0
"2018-07-23-0935_2",1
"2018-07-23-0935_20",1
"2018-07-23-0935_21",0
"2018-07-23-0935_22",1
"2018-07-23-0935_23",0
"2018-07-23-0935_24",0
"2018-07-23-0935_25",1
"2018-07-23-0935_26",0
"2018-07-23-0935_27",1
"2018-07-23-0935_28",0
"2018-07-23-0935_29",0
"2018-07-23-0935_3",1
"2018-07-23-0935_30",0
"2018-07-23-0935_31",0
"2018-07-23-0935_32",0
"2018-07-23-0935_33",0
"2018-07-23-0935_34",0
"2018-07-23-0935_35",0
"2018-07-23-0935_36",0
"2018-07-23-0935_4",1
"2018-07-23-0935_5",0
"2018-07-23-0935_6",0
"2018-07-23-0935_7",0
"2018-07-23-0935_8",0
"2018-07-23-0935_9",0
"2018-07-23-0940_1",1
"2018-07-23-0940_10",0
"2018-07-23-0940_11",0
"2018-07-23-0940_12",0
"2018-07-23-0940_13",0
"2018-07-23-0940_14",0
"2018-07-23-0940_15",0
"2018-07-23-0940_16",0
"2018-07-23-0940_17",0
"2018-07-23-0940_18",0
"2018-07-23-0940_19",0
"2018-07-23-0940_2",1
"2018-07-23-0940_20",1
"2018-07-23-0940_21",1
"2018-07-23-0940_22",1
"2018-07-23-0940_23",0
"2018-07-23-0940_24",0
"2018-07-23-0940_25",1
"2018-07-23-0940_26",0
"2018-07-23-0940_27",1
"2018-07-23-0940_28",0
"2018-07-23-0940_29",0
"2018-07-23-0940_3",1
"2018-07-23-0940_30",0
"2018-07-23-0940_31",0
"2018-07-23-0940_32",0
"2018-07-23-0940_33",0
"2018-07-23-0940_34",0
"2018-07-23-0940_35",0
"2018-07-23-0940_36",0
"2018-07-23-0940_4",0
"2018-07-23-0940_5",0
"2018-07-23-0940_6",0
"2018-07-23-0940_7",0
"2018-07-23-0940_8",0
"2018-07-23-0940_9",0
"2018-07-23-0945_1",1
"2018-07-23-0945_10",0
"2018-07-23-0945_11",0
"2018-07-23-0945_12",0
"2018-07-23-0945_13",0
"2018-07-23-0945_14",0
"2018-07-23-0945_15",0
"2018-07-23-0945_16",0
"2018-07-23-0945_17",0
"2018-07-23-0945_18",0
"2018-07-23-0945_19",0
"2018-07-23-0945_2",1
"2018-07-23-0945_20",1
"2018-07-23-0945_21",1
"2018-07-23-0945_22",1
"2018-07-23-0945_23",0
"2018-07-23-0945_24",0
"2018-07-23-0945_25",0
"2018-07-23-0945_26",0
"2018-07-23-0945_27",1
"2018-07-23-0945_28",0
"2018-07-23-0945_29",0
"2018-07-23-0945_3",1
"2018-07-23-0945_30",0
"2018-07-23-0945_31",0
"2018-07-23-0945_32",0
"2018-07-23-0945_33",0
"2018-07-23-0945_34",0
"2018-07-23-0945_35",0
"2018-07-23-0945_36",0
"2018-07-23-0945_4",1
"2018-07-23-0945_5",0
"2018-07-23-0945_6",1
"2018-07-23-0945_7",0
"2018-07-23-0945_8",0
"2018-07-23-0945_9",0
"2018-07-23-0950_1",0
"2018-07-23-0950_10",0
"2018-07-23-0950_11",0
"2018-07-23-0950_12",0
"2018-07-23-0950_13",0
