"date_id","label"
"2018-07-11-1244_1",1
"2018-07-11-1244_10",1
"2018-07-11-1244_11",1
"2018-07-11-1244_12",0
"2018-07-11-1244_13",0
"2018-07-11-1244_14",0
"2018-07-11-1244_15",0
"2018-07-11-1244_16",1
"2018-07-11-1244_17",1
"2018-07-11-1244_18",0
"2018-07-11-1244_19",1
"2018-07-11-1244_2",1
"2018-07-11-1244_20",1
"2018-07-11-1244_21",1
"2018-07-11-1244_22",0
"2018-07-11-1244_23",0
"2018-07-11-1244_24",0
"2018-07-11-1244_25",0
"2018-07-11-1244_26",0
"2018-07-11-1244_27",0
"2018-07-11-1244_28",0
"2018-07-11-1244_29",1
"2018-07-11-1244_3",0
"2018-07-11-1244_30",0
"2018-07-11-1244_31",0
"2018-07-11-1244_32",0
"2018-07-11-1244_33",0
"2018-07-11-1244_34",0
"2018-07-11-1244_35",0
"2018-07-11-1244_36",0
"2018-07-11-1244_4",0
"2018-07-11-1244_5",0
"2018-07-11-1244_6",0
"2018-07-11-1244_7",0
"2018-07-11-1244_8",0
"2018-07-11-1244_9",0
"2018-07-11-1245_1",1
"2018-07-11-1245_10",1
"2018-07-11-1245_11",1
"2018-07-11-1245_12",0
"2018-07-11-1245_13",0
"2018-07-11-1245_14",0
"2018-07-11-1245_15",0
"2018-07-11-1245_16",1
"2018-07-11-1245_17",1
"2018-07-11-1245_18",0
"2018-07-11-1245_19",1
"2018-07-11-1245_2",1
"2018-07-11-1245_20",1
"2018-07-11-1245_21",1
"2018-07-11-1245_22",0
"2018-07-11-1245_23",0
"2018-07-11-1245_24",0
"2018-07-11-1245_25",0
"2018-07-11-1245_26",0
"2018-07-11-1245_27",0
"2018-07-11-1245_28",0
"2018-07-11-1245_29",1
"2018-07-11-1245_3",0
"2018-07-11-1245_30",0
"2018-07-11-1245_31",0
"2018-07-11-1245_32",0
"2018-07-11-1245_33",0
"2018-07-11-1245_34",0
"2018-07-11-1245_35",0
"2018-07-11-1245_36",0
"2018-07-11-1245_4",0
"2018-07-11-1245_5",0
"2018-07-11-1245_6",0
"2018-07-11-1245_7",0
"2018-07-11-1245_8",0
"2018-07-11-1245_9",0
"2018-07-11-1250_1",1
"2018-07-11-1250_10",1
"2018-07-11-1250_11",1
"2018-07-11-1250_12",0
"2018-07-11-1250_13",0
"2018-07-11-1250_14",0
"2018-07-11-1250_15",0
"2018-07-11-1250_16",1
"2018-07-11-1250_17",1
"2018-07-11-1250_18",0
"2018-07-11-1250_19",1
"2018-07-11-1250_2",1
"2018-07-11-1250_20",1
"2018-07-11-1250_21",1
"2018-07-11-1250_22",0
"2018-07-11-1250_23",0
"2018-07-11-1250_24",0
"2018-07-11-1250_25",0
"2018-07-11-1250_26",0
"2018-07-11-1250_27",0
"2018-07-11-1250_28",0
"2018-07-11-1250_29",0
"2018-07-11-1250_3",0
"2018-07-11-1250_30",0
"2018-07-11-1250_31",0
"2018-07-11-1250_32",0
"2018-07-11-1250_33",0
"2018-07-11-1250_34",0
"2018-07-11-1250_35",0
"2018-07-11-1250_36",0
"2018-07-11-1250_4",0
"2018-07-11-1250_5",0
"2018-07-11-1250_6",0
"2018-07-11-1250_7",0
"2018-07-11-1250_8",0
"2018-07-11-1250_9",0
"2018-07-11-1255_1",0
"2018-07-11-1255_10",1
"2018-07-11-1255_11",1
"2018-07-11-1255_12",0
"2018-07-11-1255_13",0
"2018-07-11-1255_14",0
"2018-07-11-1255_15",0
"2018-07-11-1255_16",1
"2018-07-11-1255_17",1
"2018-07-11-1255_18",0
"2018-07-11-1255_19",1
"2018-07-11-1255_2",1
"2018-07-11-1255_20",1
"2018-07-11-1255_21",1
"2018-07-11-1255_22",0
"2018-07-11-1255_23",0
"2018-07-11-1255_24",0
"2018-07-11-1255_25",0
"2018-07-11-1255_26",0
"2018-07-11-1255_27",0
"2018-07-11-1255_28",0
"2018-07-11-1255_29",0
"2018-07-11-1255_3",0
"2018-07-11-1255_30",0
"2018-07-11-1255_31",0
"2018-07-11-1255_32",0
"2018-07-11-1255_33",0
"2018-07-11-1255_34",0
"2018-07-11-1255_35",0
"2018-07-11-1255_36",0
"2018-07-11-1255_4",0
"2018-07-11-1255_5",0
"2018-07-11-1255_6",0
"2018-07-11-1255_7",0
"2018-07-11-1255_8",0
"2018-07-11-1255_9",0
"2018-07-11-1300_1",1
"2018-07-11-1300_10",1
"2018-07-11-1300_11",1
"2018-07-11-1300_12",0
"2018-07-11-1300_13",0
"2018-07-11-1300_14",0
"2018-07-11-1300_15",0
"2018-07-11-1300_16",0
"2018-07-11-1300_17",1
"2018-07-11-1300_18",0
"2018-07-11-1300_19",1
"2018-07-11-1300_2",1
"2018-07-11-1300_20",1
"2018-07-11-1300_21",1
"2018-07-11-1300_22",0
"2018-07-11-1300_23",0
"2018-07-11-1300_24",0
"2018-07-11-1300_25",0
"2018-07-11-1300_26",0
"2018-07-11-1300_27",0
"2018-07-11-1300_28",0
"2018-07-11-1300_29",0
"2018-07-11-1300_3",0
"2018-07-11-1300_30",0
"2018-07-11-1300_31",0
"2018-07-11-1300_32",0
"2018-07-11-1300_33",0
"2018-07-11-1300_34",0
"2018-07-11-1300_35",0
"2018-07-11-1300_36",0
"2018-07-11-1300_4",0
"2018-07-11-1300_5",0
"2018-07-11-1300_6",0
"2018-07-11-1300_7",0
"2018-07-11-1300_8",0
"2018-07-11-1300_9",0
"2018-07-11-1305_1",1
"2018-07-11-1305_10",1
"2018-07-11-1305_11",0
"2018-07-11-1305_12",0
"2018-07-11-1305_13",0
"2018-07-11-1305_14",0
"2018-07-11-1305_15",0
"2018-07-11-1305_16",1
"2018-07-11-1305_17",1
"2018-07-11-1305_18",0
"2018-07-11-1305_19",1
"2018-07-11-1305_2",1
"2018-07-11-1305_20",1
"2018-07-11-1305_21",1
"2018-07-11-1305_22",0
"2018-07-11-1305_23",0
"2018-07-11-1305_24",0
"2018-07-11-1305_25",0
"2018-07-11-1305_26",0
"2018-07-11-1305_27",0
"2018-07-11-1305_28",0
"2018-07-11-1305_29",0
"2018-07-11-1305_3",0
"2018-07-11-1305_30",0
"2018-07-11-1305_31",0
"2018-07-11-1305_32",0
"2018-07-11-1305_33",0
