"date_id","label"
"2018-06-14-1335_1",1
"2018-06-14-1335_10",0
"2018-06-14-1335_11",0
"2018-06-14-1335_12",0
"2018-06-14-1335_13",0
"2018-06-14-1335_14",0
"2018-06-14-1335_15",0
"2018-06-14-1335_16",0
"2018-06-14-1335_17",1
"2018-06-14-1335_18",0
"2018-06-14-1335_19",0
"2018-06-14-1335_2",0
"2018-06-14-1335_20",0
"2018-06-14-1335_21",1
"2018-06-14-1335_22",1
"2018-06-14-1335_23",0
"2018-06-14-1335_24",0
"2018-06-14-1335_25",0
"2018-06-14-1335_26",0
"2018-06-14-1335_27",0
"2018-06-14-1335_28",0
"2018-06-14-1335_29",0
"2018-06-14-1335_3",1
"2018-06-14-1335_30",0
"2018-06-14-1335_31",0
"2018-06-14-1335_32",0
"2018-06-14-1335_33",0
"2018-06-14-1335_34",0
"2018-06-14-1335_35",0
"2018-06-14-1335_36",0
"2018-06-14-1335_4",0
"2018-06-14-1335_5",1
"2018-06-14-1335_6",0
"2018-06-14-1335_7",0
"2018-06-14-1335_8",0
"2018-06-14-1335_9",0
"2018-06-14-1340_1",1
"2018-06-14-1340_10",0
"2018-06-14-1340_11",0
"2018-06-14-1340_12",0
"2018-06-14-1340_13",0
"2018-06-14-1340_14",0
"2018-06-14-1340_15",0
"2018-06-14-1340_16",0
"2018-06-14-1340_17",1
"2018-06-14-1340_18",0
"2018-06-14-1340_19",0
"2018-06-14-1340_2",0
"2018-06-14-1340_20",0
"2018-06-14-1340_21",1
"2018-06-14-1340_22",1
"2018-06-14-1340_23",0
"2018-06-14-1340_24",0
"2018-06-14-1340_25",0
"2018-06-14-1340_26",1
"2018-06-14-1340_27",0
"2018-06-14-1340_28",0
"2018-06-14-1340_29",0
"2018-06-14-1340_3",1
"2018-06-14-1340_30",0
"2018-06-14-1340_31",0
"2018-06-14-1340_32",0
"2018-06-14-1340_33",0
"2018-06-14-1340_34",0
"2018-06-14-1340_35",0
"2018-06-14-1340_36",1
"2018-06-14-1340_4",0
"2018-06-14-1340_5",1
"2018-06-14-1340_6",0
"2018-06-14-1340_7",0
"2018-06-14-1340_8",0
"2018-06-14-1340_9",0
"2018-06-14-1345_1",1
"2018-06-14-1345_10",0
"2018-06-14-1345_11",0
"2018-06-14-1345_12",0
"2018-06-14-1345_13",0
"2018-06-14-1345_14",0
"2018-06-14-1345_15",0
"2018-06-14-1345_16",0
"2018-06-14-1345_17",1
"2018-06-14-1345_18",0
"2018-06-14-1345_19",0
"2018-06-14-1345_2",0
"2018-06-14-1345_20",0
"2018-06-14-1345_21",1
"2018-06-14-1345_22",0
"2018-06-14-1345_23",0
"2018-06-14-1345_24",0
"2018-06-14-1345_25",0
"2018-06-14-1345_26",1
"2018-06-14-1345_27",0
"2018-06-14-1345_28",0
"2018-06-14-1345_29",0
"2018-06-14-1345_3",1
"2018-06-14-1345_30",0
"2018-06-14-1345_31",0
"2018-06-14-1345_32",0
"2018-06-14-1345_33",0
"2018-06-14-1345_34",0
"2018-06-14-1345_35",0
"2018-06-14-1345_36",1
"2018-06-14-1345_4",0
"2018-06-14-1345_5",1
"2018-06-14-1345_6",0
"2018-06-14-1345_7",0
"2018-06-14-1345_8",0
"2018-06-14-1345_9",0
"2018-06-14-1350_1",1
"2018-06-14-1350_10",0
"2018-06-14-1350_11",0
"2018-06-14-1350_12",0
"2018-06-14-1350_13",0
"2018-06-14-1350_14",0
"2018-06-14-1350_15",0
"2018-06-14-1350_16",0
"2018-06-14-1350_17",1
"2018-06-14-1350_18",0
"2018-06-14-1350_19",0
"2018-06-14-1350_2",0
"2018-06-14-1350_20",0
"2018-06-14-1350_21",1
"2018-06-14-1350_22",1
"2018-06-14-1350_23",0
"2018-06-14-1350_24",0
"2018-06-14-1350_25",0
"2018-06-14-1350_26",1
"2018-06-14-1350_27",0
"2018-06-14-1350_28",0
"2018-06-14-1350_29",0
"2018-06-14-1350_3",1
"2018-06-14-1350_30",0
"2018-06-14-1350_31",0
"2018-06-14-1350_32",0
"2018-06-14-1350_33",0
"2018-06-14-1350_34",0
"2018-06-14-1350_35",0
"2018-06-14-1350_36",1
"2018-06-14-1350_4",0
"2018-06-14-1350_5",1
"2018-06-14-1350_6",0
"2018-06-14-1350_7",0
"2018-06-14-1350_8",1
"2018-06-14-1350_9",0
"2018-06-14-1355_1",1
"2018-06-14-1355_10",0
"2018-06-14-1355_11",0
"2018-06-14-1355_12",0
"2018-06-14-1355_13",0
"2018-06-14-1355_14",0
"2018-06-14-1355_15",0
"2018-06-14-1355_16",0
"2018-06-14-1355_17",1
"2018-06-14-1355_18",0
"2018-06-14-1355_19",0
"2018-06-14-1355_2",0
"2018-06-14-1355_20",0
"2018-06-14-1355_21",1
"2018-06-14-1355_22",0
"2018-06-14-1355_23",0
"2018-06-14-1355_24",0
"2018-06-14-1355_25",0
"2018-06-14-1355_26",1
"2018-06-14-1355_27",0
"2018-06-14-1355_28",0
"2018-06-14-1355_29",0
"2018-06-14-1355_3",1
"2018-06-14-1355_30",0
"2018-06-14-1355_31",0
"2018-06-14-1355_32",0
"2018-06-14-1355_33",0
"2018-06-14-1355_34",0
"2018-06-14-1355_35",0
"2018-06-14-1355_36",1
"2018-06-14-1355_4",0
"2018-06-14-1355_5",1
"2018-06-14-1355_6",0
"2018-06-14-1355_7",0
"2018-06-14-1355_8",0
"2018-06-14-1355_9",0
"2018-06-14-1400_1",1
"2018-06-14-1400_10",0
"2018-06-14-1400_11",0
"2018-06-14-1400_12",0
"2018-06-14-1400_13",0
"2018-06-14-1400_14",0
"2018-06-14-1400_15",0
"2018-06-14-1400_16",0
"2018-06-14-1400_17",1
"2018-06-14-1400_18",0
"2018-06-14-1400_19",0
"2018-06-14-1400_2",0
"2018-06-14-1400_20",0
"2018-06-14-1400_21",1
"2018-06-14-1400_22",0
"2018-06-14-1400_23",0
"2018-06-14-1400_24",0
"2018-06-14-1400_25",0
"2018-06-14-1400_26",1
"2018-06-14-1400_27",0
"2018-06-14-1400_28",0
"2018-06-14-1400_29",0
"2018-06-14-1400_3",1
"2018-06-14-1400_30",0
"2018-06-14-1400_31",0
"2018-06-14-1400_32",1
"2018-06-14-1400_33",0
"2018-06-14-1400_34",0
"2018-06-14-1400_35",0
"2018-06-14-1400_36",1
"2018-06-14-1400_4",0
"2018-06-14-1400_5",1
"2018-06-14-1400_6",0
"2018-06-14-1400_7",0
"2018-06-14-1400_8",0
"2018-06-14-1400_9",0
"2018-06-14-1405_1",1
"2018-06-14-1405_10",0
"2018-06-14-1405_11",0
"2018-06-14-1405_12",0
"2018-06-14-1405_13",0
"2018-06-14-1405_14",0
"2018-06-14-1405_15",0
"2018-06-14-1405_16",0
"2018-06-14-1405_17",1
"2018-06-14-1405_18",0
"2018-06-14-1405_19",0
"2018-06-14-1405_2",0
"2018-06-14-1405_20",0
"2018-06-14-1405_21",1
"2018-06-14-1405_22",0
"2018-06-14-1405_23",0
"2018-06-14-1405_24",0
"2018-06-14-1405_25",0
"2018-06-14-1405_26",0
"2018-06-14-1405_27",0
"2018-06-14-1405_28",0
"2018-06-14-1405_29",0
"2018-06-14-1405_3",1
"2018-06-14-1405_30",0
"2018-06-14-1405_31",0
"2018-06-14-1405_32",1
"2018-06-14-1405_33",0
"2018-06-14-1405_34",0
"2018-06-14-1405_35",0
"2018-06-14-1405_36",1
"2018-06-14-1405_4",0
"2018-06-14-1405_5",0
"2018-06-14-1405_6",0
"2018-06-14-1405_7",0
"2018-06-14-1405_8",0
"2018-06-14-1405_9",0
"2018-06-14-1410_1",1
"2018-06-14-1410_10",0
"2018-06-14-1410_11",0
"2018-06-14-1410_12",0
"2018-06-14-1410_13",0
"2018-06-14-1410_14",0
"2018-06-14-1410_15",0
"2018-06-14-1410_16",0
"2018-06-14-1410_17",1
"2018-06-14-1410_18",0
"2018-06-14-1410_19",0
"2018-06-14-1410_2",0
"2018-06-14-1410_20",0
"2018-06-14-1410_21",1
"2018-06-14-1410_22",0
"2018-06-14-1410_23",0
"2018-06-14-1410_24",0
"2018-06-14-1410_25",0
"2018-06-14-1410_26",1
"2018-06-14-1410_27",0
"2018-06-14-1410_28",0
"2018-06-14-1410_29",0
"2018-06-14-1410_3",1
"2018-06-14-1410_30",0
"2018-06-14-1410_31",0
"2018-06-14-1410_32",1
"2018-06-14-1410_33",0
"2018-06-14-1410_34",0
"2018-06-14-1410_35",0
"2018-06-14-1410_36",0
"2018-06-14-1410_4",0
"2018-06-14-1410_5",1
"2018-06-14-1410_6",0
"2018-06-14-1410_7",0
